Team,Opponent,Date,ORtg,DRtg,NRtg,Pace,eFG%,TS%,TOV%,ORB%,FT/FGA,3PAr,Win
Memphis Grizzlies,Charlotte Hornets,3/13/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Oklahoma City Thunder,3/16/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Sacramento Kings,3/18/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Golden State Warriors,3/20/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,San Antonio Spurs,3/22/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,1
Memphis Grizzlies,Denver Nuggets,3/25/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Los Angeles Lakers,3/27/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Orlando Magic,3/30/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Detroit Pistons,4/1/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,1
Memphis Grizzlies,Milwaukee Bucks,4/3/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,1
Memphis Grizzlies,Detroit Pistons,4/5/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,1
Memphis Grizzlies,Philadelphia 76ers,4/6/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,San Antonio Spurs,4/9/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Cleveland Cavaliers,4/10/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Los Angeles Lakers,4/12/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Memphis Grizzlies,Denver Nuggets,4/14/24,107.2,114.3,-7.1,98.2,0.509,0.543,13.4,23.8,0.182,0.428,0
Toronto Raptors,Minnesota Timberwolves,10/25/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Chicago Bulls,10/27/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Philadelphia 76ers,10/28/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Portland Trail Blazers,10/30/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Milwaukee Bucks,11/1/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Philadelphia 76ers,11/2/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,San Antonio Spurs,11/5/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Dallas Mavericks,11/8/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Boston Celtics,11/11/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Washington Wizards,11/13/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Milwaukee Bucks,11/15/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Boston Celtics,11/17/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Detroit Pistons,11/19/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Orlando Magic,11/21/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Indiana Pacers,11/22/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Chicago Bulls,11/24/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Cleveland Cavaliers,11/26/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Brooklyn Nets,11/28/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Phoenix Suns,11/29/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,New York Knicks,12/1/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Miami Heat,12/6/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Charlotte Hornets,12/8/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,New York Knicks,12/11/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Atlanta Hawks,12/13/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Atlanta Hawks,12/15/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Charlotte Hornets,12/18/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Denver Nuggets,12/20/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Philadelphia 76ers,12/22/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Utah Jazz,12/23/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Washington Wizards,12/27/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Boston Celtics,12/29/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Detroit Pistons,12/30/23,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Cleveland Cavaliers,1/1/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Memphis Grizzlies,1/3/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Sacramento Kings,1/5/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Golden State Warriors,1/7/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Los Angeles Lakers,1/9/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Los Angeles Clippers,1/10/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Utah Jazz,1/12/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Boston Celtics,1/15/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Miami Heat,1/17/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Chicago Bulls,1/18/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,New York Knicks,1/20/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Memphis Grizzlies,1/22/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Los Angeles Clippers,1/26/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Atlanta Hawks,1/28/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Chicago Bulls,1/30/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Houston Rockets,2/2/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Oklahoma City Thunder,2/4/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,New Orleans Pelicans,2/5/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Charlotte Hornets,2/7/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Houston Rockets,2/9/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Cleveland Cavaliers,2/10/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,San Antonio Spurs,2/12/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Indiana Pacers,2/14/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Brooklyn Nets,2/22/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Atlanta Hawks,2/23/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Indiana Pacers,2/26/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Dallas Mavericks,2/28/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Golden State Warriors,3/1/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Charlotte Hornets,3/3/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,New Orleans Pelicans,3/5/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Phoenix Suns,3/7/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Portland Trail Blazers,3/9/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Denver Nuggets,3/11/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Detroit Pistons,3/13/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Orlando Magic,3/15/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Orlando Magic,3/17/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Sacramento Kings,3/20/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Oklahoma City Thunder,3/22/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Washington Wizards,3/23/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Brooklyn Nets,3/25/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,New York Knicks,3/27/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Philadelphia 76ers,3/31/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Los Angeles Lakers,4/2/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Minnesota Timberwolves,4/3/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Milwaukee Bucks,4/5/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Washington Wizards,4/7/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,1
Toronto Raptors,Indiana Pacers,4/9/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Brooklyn Nets,4/10/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Miami Heat,4/12/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Toronto Raptors,Miami Heat,4/14/24,112.3,118.8,-6.5,99.4,0.535,0.566,12.4,24.2,0.182,0.369,0
Washington Wizards,Indiana Pacers,10/25/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Memphis Grizzlies,10/28/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Boston Celtics,10/30/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Atlanta Hawks,11/1/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Miami Heat,11/3/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Philadelphia 76ers,11/6/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Charlotte Hornets,11/8/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Charlotte Hornets,11/10/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Brooklyn Nets,11/12/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Toronto Raptors,11/13/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Dallas Mavericks,11/15/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,New York Knicks,11/17/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Milwaukee Bucks,11/20/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Charlotte Hornets,11/22/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Milwaukee Bucks,11/24/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Atlanta Hawks,11/25/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Detroit Pistons,11/27/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Orlando Magic,11/29/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Orlando Magic,12/1/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Philadelphia 76ers,12/6/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Brooklyn Nets,12/8/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Philadelphia 76ers,12/11/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,New Orleans Pelicans,12/13/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Indiana Pacers,12/15/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Phoenix Suns,12/17/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Sacramento Kings,12/18/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Portland Trail Blazers,12/21/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Golden State Warriors,12/22/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Orlando Magic,12/26/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Toronto Raptors,12/27/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Brooklyn Nets,12/29/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Atlanta Hawks,12/31/23,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Cleveland Cavaliers,1/3/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Cleveland Cavaliers,1/5/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,New York Knicks,1/6/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Oklahoma City Thunder,1/8/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Indiana Pacers,1/10/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Atlanta Hawks,1/13/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Detroit Pistons,1/15/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,New York Knicks,1/18/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,San Antonio Spurs,1/20/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Denver Nuggets,1/21/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Minnesota Timberwolves,1/24/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Utah Jazz,1/25/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Detroit Pistons,1/27/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,San Antonio Spurs,1/29/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Los Angeles Clippers,1/31/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Miami Heat,2/2/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Phoenix Suns,2/4/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Cleveland Cavaliers,2/7/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Boston Celtics,2/9/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Philadelphia 76ers,2/10/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Dallas Mavericks,2/12/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,New Orleans Pelicans,2/14/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Denver Nuggets,2/22/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Oklahoma City Thunder,2/23/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Cleveland Cavaliers,2/25/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Golden State Warriors,2/27/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Los Angeles Lakers,2/29/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Los Angeles Clippers,3/1/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Utah Jazz,3/4/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Orlando Magic,3/6/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Charlotte Hornets,3/8/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Miami Heat,3/10/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Memphis Grizzlies,3/12/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Houston Rockets,3/14/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Chicago Bulls,3/16/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Boston Celtics,3/17/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Houston Rockets,3/19/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Sacramento Kings,3/21/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Toronto Raptors,3/23/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Chicago Bulls,3/25/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Brooklyn Nets,3/27/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Detroit Pistons,3/29/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Miami Heat,3/31/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Milwaukee Bucks,4/2/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,1
Washington Wizards,Los Angeles Lakers,4/3/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Portland Trail Blazers,4/5/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Toronto Raptors,4/7/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Minnesota Timberwolves,4/9/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Chicago Bulls,4/12/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Washington Wizards,Boston Celtics,4/14/24,110.5,119.6,-9.1,102.7,0.538,0.567,12.2,20,0.169,0.389,0
Golden State Warriors,Phoenix Suns,10/24/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Sacramento Kings,10/27/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Houston Rockets,10/29/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,New Orleans Pelicans,10/30/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Sacramento Kings,11/1/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Oklahoma City Thunder,11/3/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Cleveland Cavaliers,11/5/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Detroit Pistons,11/6/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Denver Nuggets,11/8/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Cleveland Cavaliers,11/11/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Minnesota Timberwolves,11/12/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Minnesota Timberwolves,11/14/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Oklahoma City Thunder,11/16/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Oklahoma City Thunder,11/18/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Houston Rockets,11/20/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Phoenix Suns,11/22/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,San Antonio Spurs,11/24/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Sacramento Kings,11/28/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Los Angeles Clippers,11/30/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Los Angeles Clippers,12/2/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Portland Trail Blazers,12/6/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Oklahoma City Thunder,12/8/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Phoenix Suns,12/12/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Los Angeles Clippers,12/14/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,0
Golden State Warriors,Brooklyn Nets,12/16/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Portland Trail Blazers,12/17/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Boston Celtics,12/19/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Washington Wizards,12/22/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
Golden State Warriors,Portland Trail Blazers,12/23/23,117.8,115.2,2.6,99.2,0.557,0.586,12.5,27.5,0.171,0.425,1
